theta, r, d, alt, x, y
0.0, 1736900, -0.0, -500, 1736900.0, 0.0
0.0174532925199, 1736900, -95236.199357, -500, 1736635.46172, 30313.0847409
0.0349065850399, 1736900, -190472.398714, -500, 1735841.92745, 60616.9358226
0.0523598775598, 1736900, -285708.598071, -500, 1734519.63892, 90902.3223984
0.0698131700798, 1736900, -380944.797428, -500, 1732668.9989, 121160.019246
0.0872664625997, 1736900, -476180.996785, -500, 1730290.57112, 151380.809578
0.10471975512, 1736900, -571417.196142, -500, 1727385.08007, 181555.48785
0.12217304764, 1736900, -666653.395499, -500, 1723953.41079, 211674.86256
0.13962634016, 1736900, -761889.594856, -500, 1719996.6086, 241729.759058
0.157079632679, 1736900, -857125.794213, -500, 1715515.87878, 271711.022328
0.174532925199, 1736900, -952361.99357, -500, 1710512.58621, 301609.51979
0.191986217719, 1736900, -1047598.19293, -500, 1704988.25493, 331416.14407
0.209439510239, 1736900, -1142834.39228, -500, 1698944.56771, 361121.815781
0.226892802759, 1736900, -1238070.59164, -500, 1692383.36553, 390717.48629
0.244346095279, 1736900, -1333306.791, -500, 1685306.64697, 420194.140467
0.261799387799, 1736900, -1428542.99035, -500, 1677716.56768, 449542.799439
0.279252680319, 1736900, -1523779.18971, -500, 1669615.43968, 478754.523319
0.296705972839, 1736900, -1619015.38907, -500, 1661005.73063, 507820.413933
0.314159265359, 1736900, -1714251.58843, -500, 1651890.06315, 536731.61753
0.331612557879, 1736900, -1809487.78778, -500, 1642271.21396, 565479.327477
0.349065850399, 1736900, -1904723.98714, -500, 1632152.11304, 594054.786942
0.366519142919, 1736900, -1999960.1865, -500, 1621535.84278, 622449.291565
0.383972435439, 1736900, -2095196.38585, -500, 1610425.637, 650654.192104
0.401425727959, 1736900, -2190432.58521, -500, 1598824.87996, 678660.897073
0.418879020479, 1736900, -2285668.78457, -500, 1586737.10538, 706460.875358
0.436332312999, 1736900, -2380904.98392, -500, 1574165.9953, 734045.658817
0.453785605519, 1736900, -2476141.18328, -500, 1561115.37902, 761406.844858
0.471238898038, 1736900, -2571377.38264, -500, 1547589.23186, 788536.098998
0.488692190558, 1736900, -2666613.58199, -500, 1533591.67404, 815425.157403
0.506145483078, 1736900, -2761849.78135, -500, 1519126.96933, 842065.829406
0.523598775598, 1736900, -2857085.98071, -500, 1504199.52383, 868450.0
